,sample_idx,Rebuffi2021Fixing_28_10_cutmix_ddpm_autoaugment_mra4_255_is_acc,Rebuffi2021Fixing_28_10_cutmix_ddpm_autoaugment_mra4_255_is_rob4_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_autoaugment_mra4_255_pred
2465,2465,0,0,51
2466,2466,0,0,88
2467,2467,1,1,53
2468,2468,0,0,21
2469,2469,1,1,33
2470,2470,1,1,20
2471,2471,1,1,63
2472,2472,1,1,12
2473,2473,1,1,64
2474,2474,1,1,23
2475,2475,0,1,5
2476,2476,0,0,66
2477,2477,0,0,77
2478,2478,1,0,33
2479,2479,1,1,66
2480,2480,1,0,55
2481,2481,1,0,72
2482,2482,0,0,91
2483,2483,0,0,31
2484,2484,0,0,58
2485,2485,1,0,96
2486,2486,0,0,34
2487,2487,1,0,22
2488,2488,1,1,0
2489,2489,1,1,19
2490,2490,0,0,64
2491,2491,1,1,23
2492,2492,1,1,85
2493,2493,1,0,68
2494,2494,1,0,86
2495,2495,0,0,17
2496,2496,1,0,81
2497,2497,1,0,35
2498,2498,0,0,86
2499,2499,1,1,8
2500,2500,1,1,23
2501,2501,1,1,76
2502,2502,1,0,74
2503,2503,1,1,89
2504,2504,1,1,60
2505,2505,1,1,69
2506,2506,1,0,96
2507,2507,1,0,32
2508,2508,1,1,29
2509,2509,0,0,65
2510,2510,1,1,9
2511,2511,1,1,16
2512,2512,1,1,0
2513,2513,0,0,49
2514,2514,1,1,17
2515,2515,1,0,54
2516,2516,1,1,62
2517,2517,0,0,89
2518,2518,1,1,34
2519,2519,0,0,42
2520,2520,0,0,15
2521,2521,0,0,32
2522,2522,1,0,67
2523,2523,1,1,53
2524,2524,0,0,60
2525,2525,1,0,78
2526,2526,1,0,61
2527,2527,1,0,26
2528,2528,1,0,64
2529,2529,1,1,25
2530,2530,1,1,70
2531,2531,0,0,52
2532,2532,1,0,67
2533,2533,0,0,10
2534,2534,1,0,45
2535,2535,0,0,81
2536,2536,1,0,96
2537,2537,1,1,79
2538,2538,1,1,23
2539,2539,1,1,76
2540,2540,0,0,89
2541,2541,1,0,57
2542,2542,0,0,94
2543,2543,1,0,64
2544,2544,0,0,15
2545,2545,1,1,82
2546,2546,1,1,66
2547,2547,1,0,83
2548,2548,0,0,85
2549,2549,1,0,71
2550,2550,1,1,9
2551,2551,1,1,60
2552,2552,0,0,36
2553,2553,1,1,43
2554,2554,1,1,29
2555,2555,0,0,72
2556,2556,0,0,13
2557,2557,1,1,94
2558,2558,1,0,5
2559,2559,1,0,83
2560,2560,0,1,62
2561,2561,1,1,26
2562,2562,0,0,13
2563,2563,1,0,86
2564,2564,1,1,93
2565,2565,1,0,16
2566,2566,1,1,85
2567,2567,1,0,27
2568,2568,1,0,76
2569,2569,0,0,69
2570,2570,1,0,42
2571,2571,1,1,18
2572,2572,1,1,14
2573,2573,0,0,63
2574,2574,0,1,67
2575,2575,1,0,71
2576,2576,1,1,20
2577,2577,0,0,79
2578,2578,0,0,26
2579,2579,1,1,51
2580,2580,1,1,88
2581,2581,1,1,5
2582,2582,1,1,25
2583,2583,0,0,95
2584,2584,1,0,59
2585,2585,1,1,77
2586,2586,1,1,22
2587,2587,0,0,77
2588,2588,1,0,68
2589,2589,1,1,28
2590,2590,1,1,44
2591,2591,1,1,13
2592,2592,1,1,73
2593,2593,0,0,35
2594,2594,1,1,52
2595,2595,0,0,72
2596,2596,1,1,99
2597,2597,1,0,17
2598,2598,1,0,31
2599,2599,1,0,50
2600,2600,1,1,87
2601,2601,1,0,44
2602,2602,1,1,85
2603,2603,1,1,58
2604,2604,1,1,57
2605,2605,1,1,45
2606,2606,0,0,33
2607,2607,1,0,5
2608,2608,1,0,11
2609,2609,1,0,81
2610,2610,0,0,54
2611,2611,0,0,73
2612,2612,1,1,96
2613,2613,1,0,69
2614,2614,0,0,66
2615,2615,0,1,72
2616,2616,1,1,75
2617,2617,1,0,31
2618,2618,1,1,97
2619,2619,0,0,4
2620,2620,0,0,10
2621,2621,1,1,71
2622,2622,1,0,29
2623,2623,0,0,64
2624,2624,1,0,89
2625,2625,1,1,99
2626,2626,1,1,67
2627,2627,1,1,39
2628,2628,0,0,47
2629,2629,1,0,59
2630,2630,1,1,12
2631,2631,1,0,96
2632,2632,1,0,16
2633,2633,1,1,36
2634,2634,1,1,64
2635,2635,0,0,38
2636,2636,0,0,13
2637,2637,1,1,37
2638,2638,1,0,11
2639,2639,1,1,85
2640,2640,0,0,36
2641,2641,0,0,80
2642,2642,1,1,78
2643,2643,0,0,54
2644,2644,0,0,67
2645,2645,1,0,70
2646,2646,0,0,3
2647,2647,1,1,42
2648,2648,1,1,0
2649,2649,1,1,41
2650,2650,1,1,39
2651,2651,0,0,86
2652,2652,0,0,54
2653,2653,1,0,44
2654,2654,0,0,52
2655,2655,1,1,95
2656,2656,0,0,61
2657,2657,1,1,21
2658,2658,1,1,63
2659,2659,0,0,21
2660,2660,0,0,12
2661,2661,1,1,20
2662,2662,1,0,85
2663,2663,0,0,14
2664,2664,0,0,33
2665,2665,1,1,13
2666,2666,1,1,92
2667,2667,0,0,26
2668,2668,1,1,84
2669,2669,1,1,75
2670,2670,0,0,20
2671,2671,0,0,43
2672,2672,1,1,52
2673,2673,1,0,55
2674,2674,1,0,61
2675,2675,1,0,89
2676,2676,1,1,57
2677,2677,0,0,44
2678,2678,1,0,42
2679,2679,0,0,33
2680,2680,1,1,91
2681,2681,0,0,43
2682,2682,0,0,50
2683,2683,1,1,49
2684,2684,1,1,20
2685,2685,0,0,92
2686,2686,1,1,16
2687,2687,1,0,26
2688,2688,1,1,91
2689,2689,1,0,88
2690,2690,1,1,85
2691,2691,1,1,28
2692,2692,0,0,63
2693,2693,1,0,83
2694,2694,1,1,54
2695,2695,0,0,38
2696,2696,1,1,71
2697,2697,0,0,65
2698,2698,1,1,13
2699,2699,1,1,56
2700,2700,1,1,76
2701,2701,0,0,49
2702,2702,0,0,21
2703,2703,1,0,72
2704,2704,0,0,80
2705,2705,1,0,46
2706,2706,1,1,75
2707,2707,1,1,90
2708,2708,1,1,26
2709,2709,1,1,60
2710,2710,1,1,49
2711,2711,1,1,50
2712,2712,1,0,15
2713,2713,0,0,11
2714,2714,1,1,78
2715,2715,1,1,94
2716,2716,0,0,16
2717,2717,1,1,25
2718,2718,1,1,11
2719,2719,0,0,90
2720,2720,1,1,4
2721,2721,0,0,57
2722,2722,0,0,59
2723,2723,1,1,44
2724,2724,1,1,90
2725,2725,1,1,95
2726,2726,0,0,18
2727,2727,1,1,7
2728,2728,0,0,15
2729,2729,1,1,39
2730,2730,0,0,71
2731,2731,1,0,69
2732,2732,1,1,72
2733,2733,0,0,38
2734,2734,0,0,96
2735,2735,1,1,60
2736,2736,1,0,78
2737,2737,1,1,36
2738,2738,1,1,75
2739,2739,1,0,36
2740,2740,1,1,82
2741,2741,1,0,88
2742,2742,1,0,38
2743,2743,1,0,36
2744,2744,1,0,81
2745,2745,0,0,81
2746,2746,0,0,6
2747,2747,0,0,25
2748,2748,1,0,52
2749,2749,1,1,68
2750,2750,0,1,99
2751,2751,1,0,6
2752,2752,1,1,53
2753,2753,1,1,56
2754,2754,0,0,33
2755,2755,0,0,34
2756,2756,1,1,34
2757,2757,0,0,46
2758,2758,0,0,4
2759,2759,0,0,3
2760,2760,1,0,43
2761,2761,1,0,77
2762,2762,0,0,94
2763,2763,1,1,26
2764,2764,1,1,63
2765,2765,0,0,71
2766,2766,0,0,82
2767,2767,0,0,89
2768,2768,1,0,38
2769,2769,0,0,45
2770,2770,1,1,59
2771,2771,1,1,5
2772,2772,0,0,72
2773,2773,1,1,32
2774,2774,0,0,54
2775,2775,1,1,24
2776,2776,0,0,89
2777,2777,1,1,2
2778,2778,1,0,88
2779,2779,1,1,49
2780,2780,1,1,11
2781,2781,1,1,38
2782,2782,1,1,62
2783,2783,1,1,7
2784,2784,1,1,6
2785,2785,1,1,61
2786,2786,1,0,27
2787,2787,1,0,5
2788,2788,1,1,41
2789,2789,0,0,25
2790,2790,1,1,10
2791,2791,0,0,42
2792,2792,0,0,23
2793,2793,1,1,21
2794,2794,1,1,73
2795,2795,0,0,5
2796,2796,1,1,88
2797,2797,0,0,0
2798,2798,1,1,65
2799,2799,0,0,50
2800,2800,0,0,96
2801,2801,1,0,59
2802,2802,1,1,20
2803,2803,0,0,83
2804,2804,0,0,9
2805,2805,1,1,88
2806,2806,0,0,95
2807,2807,1,0,72
2808,2808,0,0,27
2809,2809,0,0,42
2810,2810,1,1,60
2811,2811,1,1,82
2812,2812,1,0,61
2813,2813,1,1,68
2814,2814,0,0,82
2815,2815,0,0,0
2816,2816,1,0,84
2817,2817,1,1,87
2818,2818,0,0,67
2819,2819,1,1,91
2820,2820,0,0,34
2821,2821,1,1,36
2822,2822,1,1,9
2823,2823,1,0,63
2824,2824,0,0,83
2825,2825,0,1,74
2826,2826,0,0,19
2827,2827,0,0,63
2828,2828,1,0,34
2829,2829,1,1,69
2830,2830,0,1,32
2831,2831,1,0,82
2832,2832,0,0,90
2833,2833,0,0,21
2834,2834,1,1,15
2835,2835,0,0,4
2836,2836,1,1,22
2837,2837,0,0,33
2838,2838,1,0,18
2839,2839,1,1,79
2840,2840,1,1,98
2841,2841,1,0,74
2842,2842,1,0,97
2843,2843,0,0,19
2844,2844,1,0,78
2845,2845,0,0,18
2846,2846,0,0,46
2847,2847,0,1,44
2848,2848,1,1,5
2849,2849,1,0,4
2850,2850,1,1,17
2851,2851,1,1,60
2852,2852,0,0,31
2853,2853,0,0,79
2854,2854,1,1,53
2855,2855,1,1,37
2856,2856,1,1,82
2857,2857,1,1,44
2858,2858,1,0,3
2859,2859,1,0,24
2860,2860,1,0,27
2861,2861,1,0,6
2862,2862,0,0,27
2863,2863,0,0,98
2864,2864,1,1,21
2865,2865,1,1,0
2866,2866,0,0,65
2867,2867,1,1,84
2868,2868,1,1,11
2869,2869,0,0,87
2870,2870,0,0,57
2871,2871,1,1,89
2872,2872,1,0,99
2873,2873,1,1,31
2874,2874,1,0,46
2875,2875,1,1,68
2876,2876,1,1,47
2877,2877,1,0,47
2878,2878,0,0,2
2879,2879,1,1,95
2880,2880,0,0,62
2881,2881,1,1,23
2882,2882,1,1,58
2883,2883,0,0,38
2884,2884,1,0,27
2885,2885,1,1,8
2886,2886,1,0,47
2887,2887,1,0,27
2888,2888,0,0,42
2889,2889,1,1,68
2890,2890,1,0,53
2891,2891,0,0,75
2892,2892,1,1,68
2893,2893,0,0,52
2894,2894,1,0,53
2895,2895,0,0,31
2896,2896,1,1,70
2897,2897,1,0,21
2898,2898,0,0,89
2899,2899,0,0,2
2900,2900,1,0,21
2901,2901,0,0,66
2902,2902,0,0,26
2903,2903,1,0,53
2904,2904,1,0,29
2905,2905,1,1,93
2906,2906,1,1,14
2907,2907,1,1,91
2908,2908,1,1,71
2909,2909,1,0,88
2910,2910,1,0,98
2911,2911,1,1,89
2912,2912,1,0,27
2913,2913,0,0,60
2914,2914,0,0,26
2915,2915,0,0,87
2916,2916,0,0,78
2917,2917,1,0,20
2918,2918,1,0,83
2919,2919,0,0,31
2920,2920,0,0,74
2921,2921,1,1,99
2922,2922,1,1,5
2923,2923,0,0,98
2924,2924,0,0,25
2925,2925,0,0,35
2926,2926,0,0,7
2927,2927,1,1,67
2928,2928,0,0,25
2929,2929,1,1,31
2930,2930,0,0,51
2931,2931,0,0,52
2932,2932,1,1,30
2933,2933,1,1,97
2934,2934,0,0,35
2935,2935,0,0,11
2936,2936,1,1,22
2937,2937,1,1,51
2938,2938,1,1,25
2939,2939,1,1,18
2940,2940,1,1,78
2941,2941,0,0,96
2942,2942,0,0,6
2943,2943,1,1,24
2944,2944,1,0,5
2945,2945,1,1,22
2946,2946,1,1,15
2947,2947,0,0,32
2948,2948,1,1,15
2949,2949,0,0,35
2950,2950,0,1,23
2951,2951,1,1,41
2952,2952,0,0,97
2953,2953,1,1,70
2954,2954,1,0,76
2955,2955,0,0,19
2956,2956,1,0,89
2957,2957,0,0,25
2958,2958,0,0,73
2959,2959,1,0,50
2960,2960,1,1,0
2961,2961,1,1,75
2962,2962,0,0,79
2963,2963,0,0,54
2964,2964,1,1,36
2965,2965,1,1,20
2966,2966,1,1,7
2967,2967,1,1,74
2968,2968,1,1,24
2969,2969,0,0,30
2970,2970,0,0,64
2971,2971,1,0,35
2972,2972,1,1,82
2973,2973,1,1,87
2974,2974,1,1,31
2975,2975,1,1,14
2976,2976,0,0,67
2977,2977,0,0,96
2978,2978,0,0,36
2979,2979,1,0,77
2980,2980,0,0,54
2981,2981,1,1,61
2982,2982,1,1,30
2983,2983,0,0,46
2984,2984,1,0,66
2985,2985,1,1,29
2986,2986,0,0,42
2987,2987,1,1,16
2988,2988,1,1,0
2989,2989,1,1,82
2990,2990,0,0,88
2991,2991,1,1,23
2992,2992,1,1,89
2993,2993,0,0,84
2994,2994,1,1,16
2995,2995,1,0,68
2996,2996,0,1,35
2997,2997,0,1,71
2998,2998,0,0,27
2999,2999,1,0,23
3000,3000,0,0,65
3001,3001,0,0,69
3002,3002,1,1,40
3003,3003,1,1,35
3004,3004,0,0,99
3005,3005,1,1,0
3006,3006,0,0,98
3007,3007,1,0,23
3008,3008,1,1,7
3009,3009,0,0,63
3010,3010,0,0,64
3011,3011,0,0,98
3012,3012,0,0,64
3013,3013,0,0,33
3014,3014,1,0,83
3015,3015,0,0,16
3016,3016,0,0,15
3017,3017,1,1,90
3018,3018,0,0,18
3019,3019,0,0,80
3020,3020,0,1,51
3021,3021,0,0,60
3022,3022,1,1,36
3023,3023,0,0,19
3024,3024,1,0,78
3025,3025,1,1,21
3026,3026,0,0,90
3027,3027,0,0,8
3028,3028,1,1,83
3029,3029,0,1,74
3030,3030,0,0,38
3031,3031,0,0,77
3032,3032,1,1,33
3033,3033,1,1,21
3034,3034,1,1,60
3035,3035,1,1,8
3036,3036,1,0,84
3037,3037,1,1,92
3038,3038,0,0,97
3039,3039,0,0,45
3040,3040,0,0,87
3041,3041,0,0,55
3042,3042,1,1,86
3043,3043,0,0,44
3044,3044,1,0,8
3045,3045,0,0,3
3046,3046,1,0,12
3047,3047,1,0,44
3048,3048,1,1,75
3049,3049,0,0,45
3050,3050,0,0,77
3051,3051,1,1,80
3052,3052,0,0,74
3053,3053,1,1,94
3054,3054,1,0,48
3055,3055,1,1,41
3056,3056,1,1,53
3057,3057,1,1,14
3058,3058,1,0,55
3059,3059,1,1,53
3060,3060,1,1,12
3061,3061,1,0,7
3062,3062,0,0,2
3063,3063,1,1,95
3064,3064,1,1,38
3065,3065,1,0,67
3066,3066,1,1,0
3067,3067,1,0,72
3068,3068,1,0,11
3069,3069,0,0,12
3070,3070,0,1,91
3071,3071,0,0,95
3072,3072,1,1,25
3073,3073,1,0,47
3074,3074,1,1,42
3075,3075,0,0,27
3076,3076,1,0,81
3077,3077,1,1,69
3078,3078,1,1,10
3079,3079,0,0,56
3080,3080,1,1,87
3081,3081,0,0,2
3082,3082,1,0,69
3083,3083,0,1,39
3084,3084,0,0,52
3085,3085,1,0,84
3086,3086,0,0,31
3087,3087,0,0,87
3088,3088,0,0,92
3089,3089,1,1,82
3090,3090,1,1,14
3091,3091,1,0,10
3092,3092,1,0,26
3093,3093,0,0,54
3094,3094,0,0,3
3095,3095,0,0,5
3096,3096,1,1,17
3097,3097,1,0,76
3098,3098,1,1,56
3099,3099,0,0,74
3100,3100,1,1,85
3101,3101,0,1,40
3102,3102,1,0,64
3103,3103,1,0,7
3104,3104,1,0,42
3105,3105,1,1,24
3106,3106,0,0,25
3107,3107,1,0,6
3108,3108,1,0,37
3109,3109,1,1,16
3110,3110,1,0,33
3111,3111,1,1,48
3112,3112,1,1,44
3113,3113,0,0,65
3114,3114,1,1,19
3115,3115,1,1,82
3116,3116,1,0,46
3117,3117,1,0,33
3118,3118,1,0,31
3119,3119,1,1,86
3120,3120,1,0,59
3121,3121,1,1,3
3122,3122,1,1,9
3123,3123,1,1,57
3124,3124,0,0,28
3125,3125,1,0,43
3126,3126,1,0,35
3127,3127,1,0,93
3128,3128,1,1,62
3129,3129,1,0,88
3130,3130,1,0,64
3131,3131,1,1,78
3132,3132,0,0,26
3133,3133,0,0,65
3134,3134,1,1,1
3135,3135,1,0,43
3136,3136,0,0,88
3137,3137,1,1,71
3138,3138,0,0,94
3139,3139,1,0,39
3140,3140,1,0,18
3141,3141,1,1,57
3142,3142,0,0,73
3143,3143,1,0,4
3144,3144,0,1,30
3145,3145,1,1,41
3146,3146,1,1,76
3147,3147,0,1,72
3148,3148,0,0,4
3149,3149,1,1,94
3150,3150,0,0,5
3151,3151,0,0,99
3152,3152,1,1,71
3153,3153,1,1,15
3154,3154,0,0,47
3155,3155,1,0,38
3156,3156,1,0,30
3157,3157,1,0,64
3158,3158,1,1,30
3159,3159,1,0,23
3160,3160,0,1,2
3161,3161,1,0,74
3162,3162,1,1,36
3163,3163,1,1,76
3164,3164,0,0,47
3165,3165,1,1,17
3166,3166,1,0,31
3167,3167,1,1,76
3168,3168,0,0,37
3169,3169,0,0,63
3170,3170,1,1,63
3171,3171,1,0,2
3172,3172,1,1,77
3173,3173,1,1,49
3174,3174,1,0,92
3175,3175,1,0,17
3176,3176,0,0,88
3177,3177,0,0,57
3178,3178,0,0,47
3179,3179,1,1,88
3180,3180,1,1,26
3181,3181,1,1,41
3182,3182,1,1,79
3183,3183,1,1,32
3184,3184,0,0,54
3185,3185,0,0,64
3186,3186,1,1,20
3187,3187,1,0,98
3188,3188,1,1,26
3189,3189,1,1,17
3190,3190,1,1,1
3191,3191,0,0,2
3192,3192,1,0,43
3193,3193,1,1,85
3194,3194,0,0,89
3195,3195,1,0,59
3196,3196,1,1,24
3197,3197,1,0,13
3198,3198,0,0,46
3199,3199,0,0,84
3200,3200,1,1,42
3201,3201,0,1,86
3202,3202,1,1,33
3203,3203,1,1,20
3204,3204,1,1,68
3205,3205,1,1,23
3206,3206,0,0,92
3207,3207,1,1,24
3208,3208,0,1,72
3209,3209,0,0,61
3210,3210,0,1,61
3211,3211,1,1,70
3212,3212,1,1,79
3213,3213,0,1,72
3214,3214,1,1,45
3215,3215,1,0,84
3216,3216,1,1,9
3217,3217,1,1,70
3218,3218,0,0,52
3219,3219,1,1,97
3220,3220,0,0,90
3221,3221,0,0,30
3222,3222,1,0,21
3223,3223,0,0,89
3224,3224,0,0,56
3225,3225,1,0,57
3226,3226,1,1,25
3227,3227,1,1,54
3228,3228,1,1,69
3229,3229,0,0,98
3230,3230,1,0,41
3231,3231,0,0,72
3232,3232,1,1,9
3233,3233,0,0,45
3234,3234,0,0,79
3235,3235,0,0,45
3236,3236,1,1,13
3237,3237,1,1,90
3238,3238,0,0,57
3239,3239,0,0,23
3240,3240,1,1,48
3241,3241,1,0,50
3242,3242,1,0,37
3243,3243,1,0,49
3244,3244,1,0,60
3245,3245,1,0,36
3246,3246,1,1,37
3247,3247,1,1,39
3248,3248,0,0,58
3249,3249,1,1,91
3250,3250,0,0,45
3251,3251,1,1,90
3252,3252,0,0,55
3253,3253,0,0,61
3254,3254,0,0,74
3255,3255,1,0,21
3256,3256,1,1,48
3257,3257,1,1,36
3258,3258,0,0,63
3259,3259,1,1,66
3260,3260,0,0,45
3261,3261,0,0,51
3262,3262,0,1,18
3263,3263,0,0,6
3264,3264,0,0,21
3265,3265,0,0,74
3266,3266,0,0,18
3267,3267,1,0,49
3268,3268,0,0,11
3269,3269,1,1,79
3270,3270,1,1,98
3271,3271,1,1,86
3272,3272,1,1,30
3273,3273,0,0,98
3274,3274,0,0,44
3275,3275,1,1,44
3276,3276,1,0,13
3277,3277,1,1,99
3278,3278,1,0,27
3279,3279,0,0,9
3280,3280,1,0,87
3281,3281,1,0,6
3282,3282,1,0,22
3283,3283,1,1,50
3284,3284,0,1,13
3285,3285,1,0,71
3286,3286,0,0,16
3287,3287,1,1,91
3288,3288,0,1,13
3289,3289,1,1,71
3290,3290,1,1,49
3291,3291,1,1,42
3292,3292,1,1,57
3293,3293,1,1,20
3294,3294,1,1,63
3295,3295,0,0,30
3296,3296,0,0,4
3297,3297,1,1,91
3298,3298,1,1,39
3299,3299,1,1,20
3300,3300,1,1,73
3301,3301,0,0,59
3302,3302,1,1,69
3303,3303,1,0,56
3304,3304,0,1,28
3305,3305,0,0,93
3306,3306,0,0,45
3307,3307,0,0,92
3308,3308,0,1,15
3309,3309,1,1,43
3310,3310,0,0,95
3311,3311,1,0,6
3312,3312,1,1,99
3313,3313,0,0,98
3314,3314,1,1,79
3315,3315,0,0,11
3316,3316,1,0,9
3317,3317,1,1,20
3318,3318,1,0,79
3319,3319,1,0,15
3320,3320,1,1,87
3321,3321,1,1,37
3322,3322,0,1,5
3323,3323,1,1,60
3324,3324,1,1,33
3325,3325,1,0,67
3326,3326,0,1,14
3327,3327,1,0,73
3328,3328,0,0,34
3329,3329,1,0,38
3330,3330,1,0,90
3331,3331,1,1,70
3332,3332,0,0,5
3333,3333,0,0,26
3334,3334,1,1,16
3335,3335,0,0,78
3336,3336,0,0,29
3337,3337,1,1,51
3338,3338,1,1,42
3339,3339,1,1,68
3340,3340,1,0,18
3341,3341,1,0,24
3342,3342,0,0,55
3343,3343,0,0,80
3344,3344,1,0,57
3345,3345,1,0,21
3346,3346,1,1,42
3347,3347,1,1,39
3348,3348,1,0,10
3349,3349,1,1,20
3350,3350,1,0,9
3351,3351,0,0,63
3352,3352,1,1,51
3353,3353,1,1,1
3354,3354,1,1,14
3355,3355,1,1,53
3356,3356,1,1,7
3357,3357,1,0,60
3358,3358,1,1,53
3359,3359,0,0,81
3360,3360,1,0,43
3361,3361,1,1,62
3362,3362,0,0,88
3363,3363,1,1,76
3364,3364,1,1,84
3365,3365,0,0,98
3366,3366,1,1,32
3367,3367,1,0,54
3368,3368,0,0,38
3369,3369,0,0,38
3370,3370,1,0,65
3371,3371,0,0,4
3372,3372,1,1,65
3373,3373,0,0,99
3374,3374,0,0,84
3375,3375,1,1,7
3376,3376,1,0,48
3377,3377,1,1,90
3378,3378,1,1,94
3379,3379,0,0,3
3380,3380,0,1,32
3381,3381,0,0,74
3382,3382,0,0,64
3383,3383,1,1,68
3384,3384,1,0,6
3385,3385,1,0,24
3386,3386,1,1,82
3387,3387,1,0,43
3388,3388,0,0,49
3389,3389,1,0,31
3390,3390,0,0,78
3391,3391,1,0,26
3392,3392,1,1,49
3393,3393,1,1,98
3394,3394,1,1,25
3395,3395,0,0,6
3396,3396,0,0,1
3397,3397,0,0,98
3398,3398,0,0,90
3399,3399,1,1,99
3400,3400,1,1,11
3401,3401,1,0,31
3402,3402,1,1,82
3403,3403,0,0,14
3404,3404,1,0,3
3405,3405,0,0,42
3406,3406,1,1,62
3407,3407,1,1,8
3408,3408,0,0,93
3409,3409,1,1,20
3410,3410,0,1,68
3411,3411,1,0,80
3412,3412,1,1,89
3413,3413,1,1,0
3414,3414,1,1,23
3415,3415,1,0,16
3416,3416,1,1,96
3417,3417,1,0,24
3418,3418,1,0,26
3419,3419,0,0,30
3420,3420,0,0,43
3421,3421,1,1,53
3422,3422,0,0,90
3423,3423,0,0,4
3424,3424,1,0,49
3425,3425,0,1,35
3426,3426,0,0,33
3427,3427,0,0,74
3428,3428,1,0,26
3429,3429,1,1,82
3430,3430,0,0,5
3431,3431,1,1,28
3432,3432,1,1,1
3433,3433,1,1,56
3434,3434,1,0,26
3435,3435,1,1,57
3436,3436,1,1,60
3437,3437,1,0,18
3438,3438,0,0,27
3439,3439,0,0,23
3440,3440,1,1,56
3441,3441,0,0,52
3442,3442,1,1,21
3443,3443,0,0,59
3444,3444,1,1,9
3445,3445,1,1,41
3446,3446,1,1,24
3447,3447,1,1,75
3448,3448,1,0,5
3449,3449,1,1,32
3450,3450,1,1,12
3451,3451,1,1,57
3452,3452,1,1,84
3453,3453,1,1,76
3454,3454,1,1,65
3455,3455,1,1,12
3456,3456,1,0,21
3457,3457,0,0,33
3458,3458,1,1,76
3459,3459,1,1,29
3460,3460,1,1,57
3461,3461,1,1,75
3462,3462,1,1,32
3463,3463,1,1,25
3464,3464,0,1,52
3465,3465,1,0,56
3466,3466,1,1,49
3467,3467,1,1,8
3468,3468,0,0,43
3469,3469,1,0,98
3470,3470,1,1,39
3471,3471,1,1,71
3472,3472,1,1,46
3473,3473,0,0,65
3474,3474,0,0,65
3475,3475,0,0,43
3476,3476,0,0,90
3477,3477,1,1,8
3478,3478,0,0,25
3479,3479,0,1,78
3480,3480,0,0,19
3481,3481,1,0,35
3482,3482,1,0,52
3483,3483,0,0,2
3484,3484,0,0,8
3485,3485,1,0,2
3486,3486,1,0,54
3487,3487,0,0,35
3488,3488,1,1,73
3489,3489,1,1,95
3490,3490,1,0,1
3491,3491,0,0,27
3492,3492,1,0,0
3493,3493,0,0,63
3494,3494,1,1,23
3495,3495,1,0,73
3496,3496,1,0,72
3497,3497,0,1,53
3498,3498,0,0,38
3499,3499,1,1,1
3500,3500,1,1,12
3501,3501,1,1,38
3502,3502,1,0,51
3503,3503,0,0,19
3504,3504,1,0,77
3505,3505,1,1,44
3506,3506,0,0,11
3507,3507,1,0,10
3508,3508,0,0,8
3509,3509,0,0,3
3510,3510,1,1,0
3511,3511,1,0,7
3512,3512,1,1,70
3513,3513,1,1,17
3514,3514,0,0,27
3515,3515,0,0,79
3516,3516,1,0,83
3517,3517,0,0,72
3518,3518,1,1,0
3519,3519,0,0,32
3520,3520,0,0,40
3521,3521,1,1,62
3522,3522,1,1,18
3523,3523,1,0,81
3524,3524,1,0,40
3525,3525,1,1,48
3526,3526,1,0,4
3527,3527,0,0,32
3528,3528,1,1,21
3529,3529,1,0,24
3530,3530,1,1,95
3531,3531,1,1,53
3532,3532,1,1,89
3533,3533,0,0,64
3534,3534,0,0,11
3535,3535,0,0,35
3536,3536,0,0,85
3537,3537,1,1,58
3538,3538,1,0,97
3539,3539,1,1,56
3540,3540,1,0,78
3541,3541,1,0,60
3542,3542,1,1,79
3543,3543,0,0,25
3544,3544,1,1,28
3545,3545,0,0,35
3546,3546,1,1,90
3547,3547,1,0,43
3548,3548,0,0,10
3549,3549,0,0,80
3550,3550,1,0,84
3551,3551,0,0,47
3552,3552,1,0,27
3553,3553,1,0,17
3554,3554,0,1,92
3555,3555,1,0,23
3556,3556,0,0,26
3557,3557,0,0,35
3558,3558,1,1,48
3559,3559,0,0,62
3560,3560,0,0,76
3561,3561,0,0,20
3562,3562,1,0,14
3563,3563,1,1,99
3564,3564,1,0,13
3565,3565,1,1,66
3566,3566,0,0,21
3567,3567,0,0,97
3568,3568,1,1,20
3569,3569,0,0,80
3570,3570,1,0,16
3571,3571,1,1,68
3572,3572,1,1,23
3573,3573,1,0,93
3574,3574,1,0,79
3575,3575,1,1,87
3576,3576,1,1,41
3577,3577,0,1,35
3578,3578,0,0,26
3579,3579,1,1,39
3580,3580,1,1,49
3581,3581,1,0,57
3582,3582,0,0,52
3583,3583,1,1,12
3584,3584,1,0,38
3585,3585,1,1,65
3586,3586,1,1,39
3587,3587,1,1,93
3588,3588,0,0,7
3589,3589,1,1,32
3590,3590,0,0,15
3591,3591,1,1,8
3592,3592,1,1,53
3593,3593,1,1,69
3594,3594,0,0,67
3595,3595,1,1,23
3596,3596,1,1,29
3597,3597,1,0,43
3598,3598,0,1,80
3599,3599,1,1,11
3600,3600,1,0,96
3601,3601,1,1,62
3602,3602,0,0,79
3603,3603,0,0,35
3604,3604,1,1,73
3605,3605,1,1,34
3606,3606,0,0,89
3607,3607,1,1,34
3608,3608,1,1,34
3609,3609,1,1,94
3610,3610,1,0,88
3611,3611,0,0,17
3612,3612,1,1,71
3613,3613,0,0,34
3614,3614,1,0,7
3615,3615,1,0,35
3616,3616,0,0,11
3617,3617,0,0,73
3618,3618,0,0,65
3619,3619,1,1,45
