,sample_idx,Rebuffi2021Fixing_28_10_cutmix_ddpm_adv_conf1_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_adv_conf2_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_adv_conf4_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_is_acc,Rebuffi2021Fixing_28_10_cutmix_ddpm_is_rob1_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_is_rob2_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_is_rob4_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_nat_conf,Rebuffi2021Fixing_28_10_cutmix_ddpm_pred
6102,6102,0.472746878862381,0.4619650542736054,0.4404098391532898,1,1,1,1,0.4837116599082947,70
6103,6103,0.11961137503385545,0.13025929033756256,0.15336598455905914,0,0,0,0,0.11223503202199936,34
6104,6104,0.20691420137882235,0.2076232731342316,0.22687968611717224,1,1,1,0,0.20588572323322296,31
6105,6105,0.0663430243730545,0.08222562819719315,0.12799006700515747,0,0,0,0,0.05522817745804787,80
6106,6106,0.7849549055099487,0.7770485877990723,0.757108747959137,1,1,1,1,0.7921034693717957,56
6107,6107,0.3832092583179474,0.3680343627929688,0.3278050422668457,1,1,1,1,0.39505070447921753,23
6108,6108,0.7603893876075745,0.7440661787986755,0.7054431438446045,1,1,1,1,0.7755774259567261,71
6109,6109,0.09363491833209993,0.10272549837827682,0.14765793085098267,1,1,0,0,0.09640945494174957,4
6110,6110,0.2085997313261032,0.2111683487892151,0.21227993071079254,1,1,1,1,0.20364542305469513,11
6111,6111,0.08104679733514786,0.0904969722032547,0.11819596588611603,1,1,0,0,0.08328009396791458,4
6112,6112,0.4366549551486969,0.38115739822387695,0.2786802351474762,1,1,1,1,0.49284273386001587,39
6113,6113,0.1403108686208725,0.16190898418426514,0.20887000858783722,0,0,0,0,0.1459367275238037,33
6114,6114,0.263518750667572,0.23728324472904205,0.2925682067871094,0,1,0,0,0.3011968731880188,60
6115,6115,0.3108196258544922,0.2952955365180969,0.2668725252151489,1,1,1,1,0.32667356729507446,63
6116,6116,0.2728167772293091,0.2744355797767639,0.344556599855423,0,1,0,0,0.28915706276893616,37
6117,6117,0.9319117069244384,0.9271230101585388,0.9169326424598694,1,1,1,1,0.9361938834190369,39
6118,6118,0.06691087037324905,0.06342656910419464,0.08504069596529007,0,1,0,0,0.07075635343790054,81
6119,6119,0.5014224648475647,0.4886751174926758,0.46004441380500793,1,1,1,1,0.5128360390663147,31
6120,6120,0.7909647226333618,0.7835657596588135,0.7628342509269714,1,1,1,1,0.7973787784576416,84
6121,6121,0.13253091275691986,0.13163912296295166,0.14849397540092468,1,1,1,0,0.1321316659450531,7
6122,6122,0.12942293286323547,0.12652070820331573,0.15053176879882812,1,1,1,0,0.1317305564880371,37
6123,6123,0.3384852409362793,0.3325005769729614,0.3207557499408722,1,1,1,1,0.345412939786911,18
6124,6124,0.3787310123443604,0.3703362345695496,0.3533080220222473,1,1,1,1,0.38675540685653687,43
6125,6125,0.21593597531318665,0.21753115952014926,0.2156418412923813,1,1,1,1,0.2135223001241684,96
6126,6126,0.3751530051231384,0.363850861787796,0.33973851799964905,1,1,1,1,0.38540980219841003,2
6127,6127,0.22807139158248896,0.2264361828565597,0.22084932029247284,1,1,1,1,0.22824698686599731,6
6128,6128,0.13725313544273374,0.17088182270526886,0.25091955065727234,0,0,0,0,0.11347532272338867,36
6129,6129,0.2881414294242859,0.2526572942733765,0.4230128526687622,0,1,0,0,0.3515709340572357,99
6130,6130,0.3108586370944977,0.3078373372554779,0.30169808864593506,1,1,1,0,0.31176984310150146,19
6131,6131,0.2143896520137787,0.2540512382984161,0.33791327476501465,1,0,0,0,0.1986459493637085,39
6132,6132,0.2516772449016571,0.24992735683918,0.30914512276649475,1,1,0,0,0.2582685649394989,97
6133,6133,0.657397985458374,0.6481736898422241,0.6250152587890625,1,1,1,1,0.6653541326522827,6
6134,6134,0.6217073798179626,0.6041080355644226,0.5641341209411621,1,1,1,1,0.638451337814331,39
6135,6135,0.431072473526001,0.4276981055736542,0.4186252951622009,0,1,1,1,0.43307334184646606,51
6136,6136,0.17263619601726532,0.1680455058813095,0.15730217099189758,1,1,1,1,0.17616614699363708,74
6137,6137,0.4516767859458923,0.4332379996776581,0.39543136954307556,1,1,1,1,0.4698411524295807,52
6138,6138,0.3180246353149414,0.2830009460449219,0.280495285987854,0,1,1,0,0.35055476427078247,25
6139,6139,0.3331919014453888,0.30659306049346924,0.2592339813709259,1,1,1,0,0.3578009605407715,61
6140,6140,0.2347024232149124,0.2361784726381302,0.23830899596214294,0,1,1,1,0.23280301690101624,3
6141,6141,0.853988528251648,0.8485394120216371,0.8333446383476257,1,1,1,1,0.8584184050559998,20
6142,6142,0.1186501607298851,0.13693664968013766,0.17795702815055847,0,0,0,0,0.12197954207658768,56
6143,6143,0.08011209219694138,0.09505897760391237,0.1283145695924759,0,0,0,0,0.07570815086364746,50
6144,6144,0.8598945736885071,0.8573333621025085,0.8516090512275696,1,1,1,1,0.8623807430267334,48
6145,6145,0.7469235062599182,0.7269591093063354,0.6820841431617737,1,1,1,1,0.7657816410064697,39
6146,6146,0.41404637694358826,0.3897584080696106,0.3386962413787842,1,1,1,1,0.43630847334861755,14
6147,6147,0.29966437816619873,0.2960643470287323,0.2853904962539673,1,1,1,1,0.3025157153606415,74
6148,6148,0.09793460369110107,0.11669937521219255,0.1616099774837494,0,0,0,0,0.10092486441135406,5
6149,6149,0.7420492768287659,0.7280181646347046,0.6899927258491516,1,1,1,1,0.753834068775177,12
6150,6150,0.3862781822681427,0.37604206800460815,0.35281920433044434,0,1,1,1,0.39628010988235474,73
6151,6151,0.1581595242023468,0.15282228589057922,0.1668548285961151,1,1,1,0,0.1634252518415451,43
6152,6152,0.1544169932603836,0.14919961988925934,0.17545181512832642,1,1,1,0,0.1579287052154541,51
6153,6153,0.4189195334911345,0.4030059576034546,0.36834657192230225,1,1,1,1,0.43295523524284363,79
6154,6154,0.1223406419157982,0.11683344841003418,0.1335173398256302,1,1,1,0,0.12708017230033875,78
6155,6155,0.6249067187309265,0.6127921342849731,0.5827845335006714,1,1,1,1,0.6366732716560364,6
6156,6156,0.11358684301376346,0.11574969440698625,0.1158418133854866,1,1,1,1,0.11417533457279205,4
6157,6157,0.060687761753797524,0.07155390083789825,0.09707819670438766,0,0,0,0,0.060973335057497025,96
6158,6158,0.7074029445648193,0.6987446546554565,0.6806575059890747,1,1,1,1,0.714492678642273,32
6159,6159,0.3636905252933502,0.3604733943939209,0.3500782251358032,1,1,1,1,0.3654365837574005,25
6160,6160,0.20214924216270447,0.1960400193929672,0.1822371631860733,1,1,1,1,0.20883649587631226,97
6161,6161,0.24469998478889465,0.20169419050216675,0.19673413038253784,0,1,1,0,0.2940026819705963,87
6162,6162,0.2130737900733948,0.21213369071483607,0.23471496999263763,1,1,1,0,0.2140360027551651,34
6163,6163,0.40814241766929626,0.4008416533470154,0.38426050543785095,1,1,1,1,0.41593730449676514,34
6164,6164,0.5414063930511475,0.5228149890899658,0.48469093441963196,1,1,1,1,0.5586866140365601,59
6165,6165,0.909122347831726,0.9071659445762634,0.9023280143737793,1,1,1,1,0.9109172821044922,22
6166,6166,0.8755368590354919,0.8721999526023865,0.863555908203125,1,1,1,1,0.8781431317329407,16
6167,6167,0.3420478403568268,0.3454276621341705,0.38825127482414246,0,1,0,0,0.36798426508903503,62
6168,6168,0.3678106069564819,0.3496362864971161,0.3109079897403717,0,1,1,1,0.3832206428050995,83
6169,6169,0.4604534506797791,0.4391210377216339,0.3641100227832794,1,1,1,1,0.48016250133514404,25
6170,6170,0.0803183913230896,0.09571972489356996,0.12730202078819275,0,0,0,0,0.06985919177532196,72
6171,6171,0.30873173475265503,0.3022353947162628,0.28941091895103455,1,1,1,1,0.3139704465866089,74
6172,6172,0.4757821261882782,0.4585783779621124,0.42027992010116577,1,1,1,1,0.49268636107444763,17
6173,6173,0.6963229775428772,0.6555657982826233,0.534568190574646,1,1,1,1,0.7280214428901672,28
6174,6174,0.7788659334182739,0.769334077835083,0.7466105222702026,1,1,1,1,0.787386417388916,47
6175,6175,0.4126968085765839,0.4019094109535217,0.37434181571006775,1,1,1,1,0.423311322927475,43
6176,6176,0.4898847341537476,0.4648599922657013,0.40904325246810913,0,1,1,1,0.5131174921989441,87
6177,6177,0.17648433148860931,0.17409756779670715,0.16621625423431396,1,1,1,1,0.17805874347686768,50
6178,6178,0.17928403615951538,0.16986091434955594,0.1692902147769928,0,1,1,0,0.18765562772750854,64
6179,6179,0.618919312953949,0.5933758020401001,0.5355223417282104,1,1,1,1,0.6410436630249023,49
6180,6180,0.4367588460445404,0.4119713306427002,0.35771602392196655,1,1,1,1,0.4584988057613373,78
6181,6181,0.4464369416236877,0.4075584411621094,0.3293435573577881,1,1,1,1,0.48395395278930664,68
6182,6182,0.31505975127220154,0.32607927918434143,0.3322969675064087,1,1,1,1,0.2998248338699341,99
6183,6183,0.13103429973125458,0.15497489273548126,0.20602631568908691,0,0,0,0,0.1404656320810318,50
6184,6184,0.7826186418533325,0.7785606384277344,0.7643321752548218,1,1,1,1,0.785622239112854,28
6185,6185,0.21085859835147852,0.19703812897205356,0.180406853556633,0,1,1,0,0.22544899582862854,72
6186,6186,0.1074674278497696,0.1277577579021454,0.1727752983570099,0,0,0,0,0.11268600076436996,77
6187,6187,0.153758242726326,0.14397555589675906,0.1876370906829834,0,1,1,0,0.16335152089595795,11
6188,6188,0.6049848198890686,0.5875176191329956,0.5504432320594788,1,1,1,1,0.6221363544464111,23
6189,6189,0.18159423768520355,0.16169975697994232,0.13814255595207214,0,1,1,0,0.20178429782390594,23
6190,6190,0.16298536956310272,0.16378802061080933,0.1628769338130951,1,1,1,1,0.16076317429542542,74
6191,6191,0.5218377709388733,0.5034703016281128,0.46426016092300415,1,1,1,1,0.5397796034812927,87
6192,6192,0.17212525010108948,0.1676604151725769,0.23824022710323334,0,1,1,0,0.17538389563560486,26
6193,6193,0.10702262818813324,0.13864843547344208,0.21703307330608368,0,0,0,0,0.10217659175395966,86
6194,6194,0.12096034735441208,0.12355127930641174,0.1548330932855606,1,1,0,0,0.12859328091144562,51
6195,6195,0.465026319026947,0.4506385624408722,0.41985538601875305,0,1,1,1,0.47963276505470276,51
6196,6196,0.1290363073348999,0.16472873091697693,0.2540939450263977,0,1,0,0,0.13823619484901428,26
6197,6197,0.6977747678756714,0.6821065545082092,0.6414000391960144,1,1,1,1,0.7099078297615051,57
6198,6198,0.7064136862754822,0.6956083178520203,0.6722275614738464,1,1,1,1,0.7167463898658752,99
6199,6199,0.7574106454849243,0.7489264011383057,0.7305350303649902,1,1,1,1,0.7654283046722412,53
6200,6200,0.1253349483013153,0.1491117626428604,0.2046583741903305,0,0,0,0,0.11948040127754211,81
6201,6201,0.1034797877073288,0.11576572805643083,0.14173299074172974,0,0,0,0,0.09909272193908691,51
6202,6202,0.18221178650856013,0.18238870799541476,0.2106257826089859,0,1,0,0,0.183832049369812,73
6203,6203,0.0954400822520256,0.10941430926322936,0.14152167737483978,1,0,0,0,0.09403976052999496,75
6204,6204,0.252675861120224,0.2337035834789276,0.3276669979095459,0,1,1,0,0.27076491713523865,22
6205,6205,0.3942513167858124,0.38324326276779175,0.36411213874816895,1,1,1,1,0.4053640365600586,95
6206,6206,0.320025771856308,0.3072240352630615,0.37874355912208557,1,1,1,0,0.32073333859443665,40
6207,6207,0.07580287754535675,0.07336431741714478,0.0837893858551979,0,1,1,0,0.07790133357048035,38
6208,6208,0.3277743756771088,0.3090762794017792,0.29960858821868896,1,1,1,0,0.3455238342285156,49
6209,6209,0.14802740514278412,0.1544658988714218,0.22124186158180237,1,1,0,0,0.1546250581741333,64
6210,6210,0.16030506789684296,0.15487928688526156,0.21223418414592743,0,1,0,0,0.16533952951431274,42
6211,6211,0.094891257584095,0.1108509600162506,0.14710985124111176,1,0,0,0,0.08103641122579575,37
6212,6212,0.4650532305240631,0.42679888010025024,0.34250926971435547,0,1,1,1,0.49920564889907837,83
6213,6213,0.16862022876739502,0.17778167128562927,0.2131136655807495,0,1,1,0,0.15934759378433228,90
6214,6214,0.25630852580070496,0.2388845831155777,0.2045297622680664,0,1,1,1,0.27511903643608093,69
6215,6215,0.2779177129268646,0.2696971595287323,0.25193455815315247,1,1,1,1,0.2871926724910736,51
6216,6216,0.2473933845758438,0.28449103236198425,0.36171531677246094,1,0,0,0,0.26111602783203125,40
6217,6217,0.9116733074188232,0.9093194007873536,0.9049459099769592,1,1,1,1,0.9141151309013367,9
6218,6218,0.5563856363296509,0.5182691812515259,0.43583157658576965,1,1,1,1,0.592518150806427,39
6219,6219,0.21844132244586945,0.21008078753948206,0.21617531776428223,0,1,1,0,0.226430281996727,62
6220,6220,0.3311991095542908,0.3215172588825226,0.32865145802497864,1,1,1,0,0.34022727608680725,96
6221,6221,0.2528181374073029,0.24297454953193665,0.22223442792892456,1,1,1,1,0.26225316524505615,44
6222,6222,0.5382319092750549,0.5253332853317261,0.49809789657592773,1,1,1,1,0.5505567789077759,62
6223,6223,0.2405328154563904,0.2182239294052124,0.30188849568367004,0,1,1,0,0.26053178310394287,17
6224,6224,0.3416406512260437,0.3466964364051819,0.41447320580482483,1,1,0,0,0.357185035943985,61
6225,6225,0.2020362913608551,0.2079138904809952,0.21790707111358643,1,1,1,1,0.19517378509044647,35
6226,6226,0.7437245845794678,0.7322402000427246,0.7053455710411072,1,1,1,1,0.7550433874130249,8
6227,6227,0.22277787327766416,0.23112744092941284,0.2857304513454437,1,1,0,0,0.23009093105793,2
6228,6228,0.4722768664360046,0.43504828214645386,0.35498321056365967,1,1,1,1,0.5086920261383057,66
6229,6229,0.2410137504339218,0.2321475446224213,0.208621084690094,1,1,1,1,0.24894171953201294,66
6230,6230,0.19407527148723602,0.19434067606925964,0.1985524594783783,0,1,1,0,0.19259165227413177,2
6231,6231,0.4057075381278992,0.3807700574398041,0.3281162977218628,0,1,1,1,0.43050727248191833,99
6232,6232,0.7448714971542358,0.7311438322067261,0.6989574432373047,1,1,1,1,0.7571612596511841,56
6233,6233,0.8888149261474609,0.8865506649017334,0.8819666504859924,1,1,1,1,0.8910455107688904,20
6234,6234,0.4623197019100189,0.4416699707508087,0.40102604031562805,1,1,1,1,0.4825906455516815,95
6235,6235,0.6292006969451904,0.605232298374176,0.5520875453948975,1,1,1,1,0.6510944366455078,68
6236,6236,0.2601809799671173,0.25876593589782715,0.2947141230106354,0,1,0,0,0.27450668811798096,59
6237,6237,0.6682218313217163,0.6309930086135864,0.5308358669281006,1,1,1,1,0.6984686255455017,94
6238,6238,0.9141441583633424,0.9130114912986756,0.9105932116508484,1,1,1,1,0.9152768850326538,22
6239,6239,0.84466552734375,0.8376680612564087,0.8247260451316833,1,1,1,1,0.8520723581314087,9
6240,6240,0.6535462737083435,0.6311694383621216,0.5837298631668091,1,1,1,1,0.6752687692642212,23
6241,6241,0.806557297706604,0.8028001189231873,0.7949983477592468,1,1,1,1,0.8105918169021606,11
6242,6242,0.2153417319059372,0.2165284901857376,0.217069610953331,0,1,1,1,0.21355393528938293,4
6243,6243,0.16189515590667725,0.1597563773393631,0.16095225512981415,0,1,1,0,0.1643926352262497,80
6244,6244,0.10586685687303543,0.12100312113761902,0.15685410797595978,0,0,0,0,0.10532272607088089,83
6245,6245,0.8961230516433716,0.8952425718307495,0.8930977582931519,1,1,1,1,0.8968673944473267,20
6246,6246,0.3366071283817291,0.31992107629776,0.34518247842788696,1,1,1,0,0.3495570719242096,17
6247,6247,0.17873597145080564,0.1992502212524414,0.24156367778778076,0,0,0,0,0.16146758198738098,35
6248,6248,0.4608216285705566,0.456868976354599,0.4420437216758728,1,1,1,1,0.462702214717865,73
6249,6249,0.4198974967002869,0.4356275498867035,0.4660819470882416,1,0,0,0,0.41664397716522217,96
6250,6250,0.6764204502105713,0.6593543887138367,0.6189579367637634,1,1,1,1,0.6913711428642273,60
6251,6251,0.8779477477073669,0.874177098274231,0.8640503883361816,1,1,1,1,0.8809890151023865,28
6252,6252,0.2437199354171753,0.26838326454162603,0.3190355896949768,0,0,0,0,0.2299114167690277,45
6253,6253,0.927836000919342,0.9268003702163696,0.9241227507591248,1,1,1,1,0.9288849830627441,0
6254,6254,0.20690199732780454,0.1941693425178528,0.1704692393541336,0,1,1,0,0.2202700525522232,0
6255,6255,0.10333674401044846,0.1232488378882408,0.17578527331352234,0,1,0,0,0.10584066808223724,3
6256,6256,0.23685938119888306,0.216427743434906,0.17849622666835785,0,1,1,0,0.2571645975112915,15
6257,6257,0.7580082416534424,0.7507492899894714,0.7347099781036377,1,1,1,1,0.7647241353988647,29
6258,6258,0.8068134188652039,0.802653968334198,0.7936112880706787,1,1,1,1,0.8108952045440674,24
6259,6259,0.4928816556930542,0.4641812741756439,0.402413010597229,0,1,1,1,0.5194726586341858,71
6260,6260,0.323855459690094,0.320446640253067,0.3096812665462494,1,1,1,1,0.32485055923461914,52
6261,6261,0.8140276670455933,0.8077163696289062,0.7896913290023804,1,1,1,1,0.8184126019477844,60
6262,6262,0.16791458427906036,0.20349089801311493,0.2834935784339905,1,0,0,0,0.1480579376220703,81
6263,6263,0.906476616859436,0.9057531356811525,0.9040181040763855,1,1,1,1,0.9070640206336975,57
6264,6264,0.604512631893158,0.5953243970870972,0.5751844048500061,1,1,1,1,0.6134714484214783,52
6265,6265,0.7183816432952881,0.7082487344741821,0.6737034916877747,1,1,1,1,0.7283940315246582,87
6266,6266,0.40385088324546814,0.349090576171875,0.25540268421173096,0,1,1,0,0.45861250162124634,8
6267,6267,0.8737643957138062,0.8708519935607909,0.8638906478881836,1,1,1,1,0.8763748407363892,22
6268,6268,0.336810439825058,0.3030499219894409,0.3795035183429718,0,1,1,0,0.3698471784591675,99
6269,6269,0.7637720108032227,0.7487949132919312,0.7147225141525269,1,1,1,1,0.7770412564277649,22
6270,6270,0.12751394510269165,0.1428884118795395,0.17803624272346497,0,0,0,0,0.1175096407532692,51
6271,6271,0.1929101049900055,0.2145036906003952,0.2597450911998749,0,0,0,0,0.175238236784935,38
6272,6272,0.553890585899353,0.5285783410072327,0.47501251101493835,1,1,1,1,0.578345537185669,1
6273,6273,0.547673225402832,0.5214288830757141,0.4673711359500885,0,1,1,1,0.5720735788345337,1
6274,6274,0.13332776725292206,0.1810846030712128,0.31526291370391846,0,1,0,0,0.1485641747713089,30
6275,6275,0.6631272435188293,0.6335473656654358,0.5669512152671814,1,1,1,1,0.6900714039802551,60
6276,6276,0.07549230009317398,0.07400009036064148,0.07977046072483063,0,1,1,0,0.07663463801145554,33
6277,6277,0.4039530456066132,0.40308520197868347,0.39892804622650146,1,1,1,1,0.404489129781723,7
6278,6278,0.1454731673002243,0.16120266914367676,0.19416695833206177,1,0,0,0,0.14663547277450562,88
6279,6279,0.5426877737045288,0.521791934967041,0.479180246591568,1,1,1,1,0.5644234418869019,48
6280,6280,0.14292795956134796,0.12891227006912231,0.1376524567604065,0,1,1,0,0.15578244626522064,1
6281,6281,0.2993045151233673,0.2672325372695923,0.2006251960992813,0,1,1,1,0.3280980587005615,23
6282,6282,0.3817850947380066,0.37564969062805176,0.36311209201812744,1,1,1,1,0.3884233832359314,18
6283,6283,0.4761134088039398,0.4420170187950134,0.36325666308403015,1,1,1,1,0.5059875249862671,71
6284,6284,0.1637050211429596,0.1614370197057724,0.15677562355995178,0,1,1,1,0.16580399870872498,44
6285,6285,0.20370171964168549,0.19631001353263852,0.18138867616653442,1,1,1,1,0.2109009027481079,55
6286,6286,0.12495316565036775,0.1248958706855774,0.12952139973640442,0,1,1,0,0.12397437542676926,65
6287,6287,0.2268547564744949,0.2323822230100632,0.2651997208595276,0,1,0,0,0.23748181760311127,67
6288,6288,0.09455617517232896,0.0914173498749733,0.11273204535245895,1,1,1,0,0.09689175337553024,27
6289,6289,0.690540075302124,0.6804690957069397,0.6551443934440613,1,1,1,1,0.6998940110206604,5
6290,6290,0.12321031838655473,0.11438452452421187,0.1371978521347046,0,1,1,0,0.13076470792293549,57
6291,6291,0.2399632632732392,0.2307565063238144,0.21399414539337158,1,1,1,1,0.2500935196876526,46
6292,6292,0.14463670551776886,0.14626596868038175,0.14705543220043182,0,1,1,1,0.14238162338733673,66
6293,6293,0.08037697523832321,0.09060902148485184,0.11724480986595154,0,1,0,0,0.08409886807203293,15
6294,6294,0.4567132890224457,0.4398214817047119,0.3944973051548004,1,1,1,1,0.47105860710144043,90
6295,6295,0.5100257396697998,0.5038704872131348,0.48916172981262207,1,1,1,1,0.5156185030937195,52
6296,6296,0.5408706068992615,0.532480776309967,0.5127017498016357,1,1,1,1,0.5482012033462524,1
6297,6297,0.9315779805183412,0.9304183125495912,0.9274790287017822,1,1,1,1,0.932788610458374,39
6298,6298,0.1938603520393372,0.16998086869716644,0.13440027832984924,0,1,1,1,0.21960824728012085,57
6299,6299,0.82452791929245,0.8154619336128235,0.7922585606575012,1,1,1,1,0.8320267200469971,86
6300,6300,0.3115081489086151,0.2970423400402069,0.26531511545181274,0,1,1,1,0.32776451110839844,50
6301,6301,0.2233383059501648,0.2386153042316437,0.26979637145996094,1,0,0,0,0.2218136489391327,2
6302,6302,0.392553061246872,0.3868124783039093,0.37140727043151855,1,1,1,1,0.39698824286460876,36
6303,6303,0.1089884787797928,0.10909485816955566,0.13493816554546356,0,1,0,0,0.11692921072244644,31
6304,6304,0.4264111816883087,0.4016926288604736,0.3489536941051483,0,1,1,1,0.4509050250053406,87
6305,6305,0.30272939801216125,0.2796836197376251,0.3137665390968323,1,1,1,0,0.32313379645347595,30
6306,6306,0.14028656482696533,0.14082187414169312,0.1542321741580963,1,1,1,0,0.1400698721408844,74
6307,6307,0.33062487840652466,0.3264567852020264,0.3115445673465729,1,1,1,1,0.3325043022632599,85
6308,6308,0.2353085279464721,0.2609054446220398,0.3135550916194916,0,0,0,0,0.21067431569099426,74
6309,6309,0.153965026140213,0.1615648865699768,0.2026863396167755,1,1,0,0,0.15563052892684937,6
6310,6310,0.15453195571899414,0.14195165038108826,0.18272092938423157,0,1,1,0,0.1664884239435196,97
6311,6311,0.1927771270275116,0.2095128893852234,0.24471905827522278,1,0,0,0,0.1821879744529724,72
6312,6312,0.7422996163368225,0.7338563799858093,0.7082034349441528,1,1,1,1,0.7488381862640381,54
6313,6313,0.16970209777355194,0.1962997913360596,0.26545628905296326,0,1,0,0,0.1649649739265442,45
6314,6314,0.5105700492858887,0.4931392371654511,0.46220681071281433,1,1,1,1,0.5284385085105896,91
6315,6315,0.6442496180534363,0.6160008907318115,0.5564123392105103,1,1,1,1,0.6714769005775452,71
6316,6316,0.1829482913017273,0.22515064477920527,0.35447797179222107,0,1,0,0,0.21894527971744537,68
6317,6317,0.5393583178520203,0.5138104557991028,0.45293983817100525,1,1,1,1,0.5625002384185791,98
6318,6318,0.40803226828575134,0.3656645715236664,0.2843906581401825,0,1,1,1,0.4497203826904297,12
6319,6319,0.16757620871067047,0.2033730149269104,0.2884044945240021,0,1,0,0,0.18148298561573029,96
6320,6320,0.2912485897541046,0.2685512900352478,0.2261389046907425,1,1,1,1,0.3172658085823059,14
6321,6321,0.21552342176437372,0.2099791169166565,0.23281973600387573,1,1,1,0,0.2201123833656311,50
6322,6322,0.7514001727104187,0.7453187108039856,0.7305878400802612,1,1,1,1,0.7566125988960266,37
6323,6323,0.7930019497871399,0.7911977767944336,0.7876923680305481,1,1,1,1,0.7946970462799072,40
6324,6324,0.1297873854637146,0.1655702292919159,0.243343323469162,1,0,0,0,0.11215018481016159,97
6325,6325,0.09179700911045073,0.1066657230257988,0.14065279066562653,0,0,0,0,0.08023152500391006,44
6326,6326,0.13076364994049072,0.13330207765102384,0.17443731427192688,0,1,0,0,0.1411205679178238,33
6327,6327,0.11363803595304488,0.10225141793489456,0.1176656037569046,1,1,1,0,0.12446567416191101,10
6328,6328,0.2658710181713104,0.2382592856884003,0.18620271980762482,1,1,1,1,0.29365912079811096,75
6329,6329,0.5542668104171753,0.5202090144157411,0.4523146152496338,1,1,1,1,0.5874419212341309,83
6330,6330,0.2410033345222473,0.2323368638753891,0.21353080868721008,1,1,1,1,0.24938775599002838,74
6331,6331,0.6323736906051636,0.6248520612716675,0.6055812835693359,1,1,1,1,0.6393201947212219,66
6332,6332,0.3348168432712555,0.344417005777359,0.3727971911430359,1,1,0,0,0.3498368561267853,52
6333,6333,0.5976240038871765,0.5875886082649231,0.56629478931427,1,1,1,1,0.607704222202301,52
6334,6334,0.3328604102134705,0.3623000383377075,0.4187414050102234,0,0,0,0,0.34176164865493774,94
6335,6335,0.6304877996444702,0.6164155602455139,0.5853359699249268,1,1,1,1,0.6438704133033752,66
6336,6336,0.4906731545925141,0.4731623232364655,0.43718868494033813,1,1,1,1,0.5074590444564819,24
6337,6337,0.8829036355018616,0.8784987330436707,0.8689531087875366,1,1,1,1,0.8866003155708313,69
6338,6338,0.8838090300559998,0.8825381398200989,0.8797783255577087,1,1,1,1,0.8851782083511353,41
6339,6339,0.4644545316696167,0.4473358690738678,0.4203944206237793,1,1,1,0,0.48141127824783325,13
6340,6340,0.7775826454162598,0.7687195539474487,0.7524322867393494,1,1,1,1,0.7860212922096252,39
6341,6341,0.18094666302204127,0.2095472663640976,0.27675706148147583,0,0,0,0,0.1873907595872879,84
6342,6342,0.8502346277236938,0.8394312858581543,0.8116125464439392,1,1,1,1,0.8593654036521912,61
6343,6343,0.7132785320281982,0.6973211765289307,0.6548143625259399,1,1,1,1,0.7269221544265747,48
6344,6344,0.21015118062496185,0.2037825733423233,0.23545970022678375,1,1,1,0,0.21657311916351318,44
6345,6345,0.4980193376541138,0.4833174347877502,0.45394864678382874,1,1,1,1,0.512704610824585,23
6346,6346,0.2840801775455475,0.2745514214038849,0.25500229001045227,1,1,1,1,0.2935042679309845,38
6347,6347,0.2307953238487244,0.2335243821144104,0.23476842045783997,0,1,1,1,0.22639034688472748,65
6348,6348,0.1027386039495468,0.09995514899492264,0.11972822993993759,0,1,1,0,0.10547320544719696,50
6349,6349,0.5308290123939514,0.5159965753555298,0.48623713850975037,0,1,1,1,0.545288622379303,95
6350,6350,0.1549389660358429,0.16141965985298154,0.1925514191389084,0,1,0,0,0.15488125383853912,35
6351,6351,0.7692371606826782,0.7579413652420044,0.7314265370368958,1,1,1,1,0.7789607644081116,54
6352,6352,0.2783560156822205,0.3098280429840088,0.3710922598838806,0,0,0,0,0.27001315355300903,60
6353,6353,0.4975549280643463,0.4805574119091034,0.430227130651474,1,1,1,1,0.5110551714897156,21
6354,6354,0.5545281767845154,0.5335761308670044,0.48956894874572754,1,1,1,1,0.5753213167190552,56
6355,6355,0.09673146903514862,0.1121181696653366,0.14612890779972076,0,0,0,0,0.0833328440785408,66
6356,6356,0.12667380273342133,0.1323334276676178,0.1935085505247116,0,1,0,0,0.13560788333415985,97
6357,6357,0.2010963708162308,0.1964796930551529,0.2096937745809555,1,1,1,0,0.2055930346250534,46
6358,6358,0.8198719620704651,0.8151502013206482,0.804784893989563,1,1,1,1,0.8244968056678772,73
6359,6359,0.45934197306633,0.4575992524623871,0.4469623863697052,0,1,1,1,0.45992106199264526,52
6360,6360,0.8159724473953247,0.7951422929763794,0.7469027042388916,1,1,1,1,0.8342878818511963,89
6361,6361,0.7176070809364319,0.7081099152565002,0.6866626143455505,1,1,1,1,0.7266427874565125,24
6362,6362,0.6704095005989075,0.6594584584236145,0.6367354989051819,0,1,1,1,0.6808247566223145,59
6363,6363,0.3684545755386353,0.36637309193611145,0.3587052524089813,1,1,1,1,0.3699820935726166,75
6364,6364,0.7943491935729979,0.7878894209861755,0.7745153307914734,1,1,1,1,0.800586998462677,20
6365,6365,0.1666211634874344,0.16262687742710116,0.1551416963338852,0,1,1,1,0.16999925673007965,44
